UC Campus,CC,UC Course Requirement,Courses Group 1,Courses Group 2,Courses Group 3,Courses Group 4,Courses Group 5
University of California Irvine,Foothill College,MATH 3A,MATH 2B,,,,
University of California Irvine,Foothill College,I&C SCI 6N,Not Articulated,,,,
University of California Irvine,Foothill College,I&C SCI 6B,MATH 22,,,,
University of California Irvine,Foothill College,I&C SCI 6D,MATH 22,,,,
University of California Irvine,Foothill College,I&C SCI 45C,C S 2B; C S 2C,,,,
University of California Irvine,Foothill College,I&C SCI 46,C S 2C,,,,
University of California Irvine,Foothill College,I&C SCI 51,Not Articulated,,,,
University of California Irvine,Foothill College,I&C SCI 53,Not Articulated,,,,
University of California Irvine,Foothill College,IN4MATX 43,C S 40A,,,,
University of California Irvine,Foothill College,STATS 67,Not Articulated,,,,
University of California Los Angeles,Foothill College,COM SCI 31,C S 2A,,,,
University of California Los Angeles,Foothill College,COM SCI 32,C S 1B,C S 1C,C S 2C,,
University of California Los Angeles,Foothill College,COM SCI 33,C S 10,,,,
University of California Los Angeles,Foothill College,COM SCI 35L,Not Articulated,,,,
University of California Los Angeles,Foothill College,COM SCI M51A,Not Articulated,,,,
University of California Los Angeles,Foothill College,EC ENGR M16,Not Articulated,,,,
University of California Los Angeles,Foothill College,MATH 31A,MATH 1A,,,,
University of California Los Angeles,Foothill College,MATH 31B,MATH 1B; MATH 1C,,,,
University of California Los Angeles,Foothill College,MATH 32A,MATH 1C,,,,
University of California Los Angeles,Foothill College,MATH 32B,MATH 1D,,,,
University of California Los Angeles,Foothill College,MATH 33A,MATH 2B,,,,
University of California Los Angeles,Foothill College,MATH 33B,MATH 2A,,,,
University of California Los Angeles,Foothill College,MATH 61,MATH 22,,,,
University of California Los Angeles,Foothill College,PHYSICS 1A; PHYSICS 1B; PHYSICS 1C,PHYS 4A; PHYS 4B; PHYS 4C,,,,
University of California Los Angeles,Foothill College,PHYSICS 4AL,Not Articulated,,,,
University of California Los Angeles,Foothill College,PHYSICS 4BL,Not Articulated,,,,
University of California Los Angeles,Foothill College,ENGCOMP 3,ENGL 1A,ESLL 26,,,
University of California Los Angeles,Foothill College,,ENGL 1B,ENGL 1BH,,,
University of California Los Angeles,Foothill College,,C S 2A,C S 2B,,,
University of California Merced,Foothill College,CSE 022,C S 1A,C S 2A,C S 3A,,
University of California Merced,Foothill College,CSE 030,C S 1C,C S 2C,,,
University of California Merced,Foothill College,MATH 021,MATH 1A; MATH 1B,MATH 1AH; MATH 1BH,,,
University of California Merced,Foothill College,MATH 022,MATH 1B; MATH 1C,MATH 1BH; MATH 1C,,,
University of California Merced,Foothill College,MATH 023,MATH 1C; MATH 1D,,,,
University of California Merced,Foothill College,MATH 024,MATH 2A; MATH 2B,,,,
University of California Merced,Foothill College,PHYS 008; PHYS 008L,PHYS 4A,,,,
University of California Merced,Foothill College,PHYS 009; PHYS 009L,PHYS 4B; PHYS 4C,,,,
University of California Merced,Foothill College,CSE 015,MATH 22,,,,
University of California Merced,Foothill College,CSE 022,C S 1A,C S 2A,C S 3A,,
University of California Merced,Foothill College,CSE 024,C S 2B,,,,
University of California Merced,Foothill College,CSE 030,C S 1C,C S 2C,,,
University of California Merced,Foothill College,CSE 031,C S 10,,,,
University of California Merced,Foothill College,ENGR 065,Not Articulated,,,,
University of California Merced,Foothill College,ENGR 091,Not Articulated,,,,
University of California Merced,Foothill College,MATH 032,Not Articulated,,,,
University of California Merced,Foothill College,ENGR 080,Not Articulated,,,,
University of California Merced,Foothill College,WRI 001,ENGL 1A,ENGL 1AH,ESLL 26,,
University of California Merced,Foothill College,WRI 010,ENGL 1B,ENGL 1BH,ENGL 1C,ENGL 1CH,PHIL 1
University of California Riverside,Foothill College,CS 10A,C S 1A,C S 2A,C S 3A,,
University of California Riverside,Foothill College,CS 10B,C S 1B,C S 2B,,,
University of California Riverside,Foothill College,MATH 9A; MATH 9B; MATH 9C,MATH 1A; MATH 1B; MATH 1C,,,,
University of California Riverside,Foothill College,PHYS 40A,PHYS 4A,,,,
University of California Riverside,Foothill College,CS 11,MATH 22,,,,
University of California Riverside,Foothill College,CS 10C,C S 2C,,,,
University of California Riverside,Foothill College,CS 61,C S 10,,,,
University of California Riverside,Foothill College,MATH 10A,MATH 1C,,,,
University of California Riverside,Foothill College,PHYS 40B,PHYS 4C,,,,
University of California Riverside,Foothill College,PHYS 40C,PHYS 4B,,,,
University of California Riverside,Foothill College,EE 20B,Not Articulated,,,,
University of California Riverside,Foothill College,MATH 31,MATH 2B,,,,
University of California San Diego,Foothill College,CSE 8A,C S 1A,,,,
University of California San Diego,Foothill College,CSE 8B,C S 1B,C S 3A,,,
University of California San Diego,Foothill College,CSE 11,Not Articulated,,,,
University of California San Diego,Foothill College,CSE 12,C S 2C,C S 1C,,,
University of California San Diego,Foothill College,CSE 15L,Not Articulated,,,,
University of California San Diego,Foothill College,CSE 20,MATH 22,,,,
University of California San Diego,Foothill College,CSE 21,Not Articulated,,,,
University of California San Diego,Foothill College,CSE 30,C S 10,,,,
University of California San Diego,Foothill College,MATH 18,MATH 2B,,,,
University of California San Diego,Foothill College,MATH 20A,MATH 1A,MATH 1AH,,,
University of California San Diego,Foothill College,MATH 20B,MATH 1B,,,,
University of California San Diego,Foothill College,MATH 20C,MATH 1C; MATH 1D,,,,
University of California San Diego,Foothill College,BILD 1,BIOL 1A; BIOL 1B; BIOL 1C,,,,
University of California San Diego,Foothill College,BILD 2,BIOL 1A; BIOL 1B; BIOL 1C,,,,
University of California San Diego,Foothill College,BILD 3,BIOL 1A; BIOL 1B; BIOL 1C,,,,
University of California San Diego,Foothill College,CHEM 6A,CHEM 1A,,,,
University of California San Diego,Foothill College,CHEM 6B,CHEM 1B,,,,
University of California San Diego,Foothill College,PHYS 2A,PHYS 4A,,,,
University of California San Diego,Foothill College,PHYS 2B,PHYS 4B,,,,
University of California San Diego,Foothill College,PHYS 4A,Not Articulated,,,,
University of California San Diego,Foothill College,PHYS 4B,Not Articulated,,,,
University of California Santa Barbara,Foothill College,MATH 3A,MATH 1A,MATH 1AH,,,
University of California Santa Barbara,Foothill College,MATH 3B,MATH 1B; MATH 1C,MATH 1BH; MATH 1C,,,
University of California Santa Barbara,Foothill College,MATH 4A,MATH 2B,,,,
University of California Santa Barbara,Foothill College,MATH 4B,MATH 2A,,,,
University of California Santa Barbara,Foothill College,CMPSC 16,C S 2A,,,,
University of California Santa Barbara,Foothill College,CMPSC 24,C S 2C,,,,
University of California Santa Barbara,Foothill College,CMPSC 40,C S 18,MATH 22,,,
University of California Santa Barbara,Foothill College,CMPSC 32,C S 2B,,,,
University of California Santa Barbara,Foothill College,CMPSC 64,C S 10,,,,
University of California Santa Barbara,Foothill College,MATH 6A,MATH 1C; MATH 1D,,,,
University of California Santa Barbara,Foothill College,PHYS 1,PHYS 4A,,,,
University of California Santa Barbara,Foothill College,PHYS 2,PHYS 4A; PHYS 4C,,,,
University of California Santa Barbara,Foothill College,PHYS 3; PHYS 3L,PHYS 4B,,,,
University of California Santa Barbara,Foothill College,PHYS 6A; PHYS 6AL; PHYS 6B; PHYS 6BL; PHYS 6C; PHYS 6CL,PHYS 2A; PHYS 2B; PHYS 2C,,,,
University of California Santa Barbara,Foothill College,PHYS 7A,PHYS 4A,,,,
University of California Santa Barbara,Foothill College,PHYS 7B,PHYS 4A; PHYS 4B; PHYS 4C,,,,
University of California Santa Barbara,Foothill College,PHYS 7C,PHYS 4B; PHYS 4C,,,,
University of California Santa Barbara,Foothill College,PHYS 7D,PHYS 4C; PHYS 4D,,,,
University of California Santa Barbara,Foothill College,PHYS 7L,PHYS 4A; PHYS 4B,,,,
University of California Santa Barbara,Foothill College,CHEM 1A; CHEM 1AL; CHEM 1B; CHEM 1BL; CHEM 1C; CHEM 1CL,CHEM 1A; CHEM 1B; CHEM 1C,,,,
University of California Santa Barbara,Foothill College,MCDB 1A; MCDB 1LL,BIOL 1A; BIOL 1B; BIOL 1C,,,,
University of California Santa Barbara,Foothill College,MCDB 1B,BIOL 1A; BIOL 1B; BIOL 1C,,,,
University of California Santa Barbara,Foothill College,PSTAT 120A,Not Articulated,,,,
University of California Santa Cruz,Foothill College,CSE 12,C S 10,,,,
University of California Santa Cruz,Foothill College,CSE 16,C S 18,MATH 22,,,
University of California Santa Cruz,Foothill College,CSE 30,C S 1C,C S 2C,C S 3C,,
University of California Santa Cruz,Foothill College,MATH 19A,MATH 1A,,,,
University of California Santa Cruz,Foothill College,MATH 19B,MATH 1B; MATH 1C,,,,
University of California Santa Cruz,Foothill College,AM 10,MATH 2B,,,,
University of California Santa Cruz,Foothill College,MATH 21,MATH 2B,,,,
University of California Santa Cruz,Foothill College,AM 30,MATH 1C; MATH 1D,,,,
University of California Santa Cruz,Foothill College,MATH 23A,MATH 1C,,,,
